feedback_text,occurred_at,source,external_ref,rating,platform,source_url
不太推荐打，如果是一个人会觉得比较孤单，有朋友会好一些，官方圈钱严重，四队挂比较多并且游戏数值不平衡，皮套遍地跑，所以不太推荐,2026-07-12T08:45:19+08:00,taptap_review,moment:825289370595493116,2,TapTap,https://www.taptap.cn/review/49578953
舞女的雪莲咋成了震动仪？双坑玩家已狂怒！,2026-07-12T08:52:38+08:00,taptap_review,moment:825291210187866706,1,TapTap,https://www.taptap.cn/review/49578994
额，池子很黑，四队全是挂，摸金是走不出来的，萌新欢迎你来好吧[表情_捂脸哭],2026-07-12T09:04:10+08:00,taptap_review,moment:825294113980025103,3,TapTap,https://www.taptap.cn/review/49579070
借号给别人玩玩久了不想还了，当时还求我给她，我真懒得喷，我快高三所以就想退了，游戏也充过一些钱，说帮我赚钱我本身退之前就有2千多万玩过之后还有10几万，她闺蜜给她充魔盒不充自己号上充我号上，让后和我有过节的人就联合起来诽谤我，我本身也可以自己登回来，本身游戏小学生就多，素质低的一大堆，最后号给我毁了，我觉得高三就没必要和小学生计较。所以退游很正常,2026-07-12T09:35:21+08:00,taptap_review,moment:825301961921266235,1,TapTap,https://www.taptap.cn/review/49579304
陶瓷罐里居然有30万的东西,2026-07-12T10:14:46+08:00,taptap_review,moment:825311881538309272,5,TapTap,https://www.taptap.cn/review/49579647
bug上做了个游戏 但是有朋友一起玩会很好 新鲜感过的不快,2026-07-12T10:41:47+08:00,taptap_review,moment:825318679372631901,3,TapTap,https://www.taptap.cn/review/49579921
挂太多,2026-07-12T10:46:26+08:00,taptap_review,moment:825319848476148711,1,TapTap,https://www.taptap.cn/review/49579974
可以，虽然有点坑钱，但是还是非常好玩（里面的BGM可能有点吓人）,2026-07-12T10:48:47+08:00,taptap_review,moment:825320443375256905,4,TapTap,https://www.taptap.cn/review/49579996
大保底代码写的不错下次别出活动了！,2026-07-12T10:58:04+08:00,taptap_review,moment:825322777371213943,2,TapTap,https://www.taptap.cn/review/49580095
烦死了怪又多 又不好玩,2026-07-12T11:33:00+08:00,taptap_review,moment:825331567537687904,1,TapTap,https://www.taptap.cn/review/49580468
魅挂[表情_捂脸哭]，不想被盗号别玩，什么烂游戏[表情_汗]，天天一睁眼就要防着我的号别被盗了[表情_喷][表情_翻白眼],2026-07-12T11:48:40+08:00,taptap_review,moment:825335510590295113,1,TapTap,https://www.taptap.cn/review/49580638
很好玩刚出新地图没多久都出了就是四队挂太多了其他都好,2026-07-12T11:55:19+08:00,taptap_review,moment:825337186743224043,5,TapTap,https://www.taptap.cn/review/49580719
太得劲了，第一把就直接宝藏房,2026-07-12T12:12:47+08:00,taptap_review,moment:825341583107820297,5,TapTap,https://www.taptap.cn/review/49580942
太爽了，就回游一下，之前就充了100元，然后现在回游一抽3块钱，直接把阿念金皮抽出来,2026-07-12T12:36:28+08:00,taptap_review,moment:825347543146696293,5,TapTap,https://www.taptap.cn/review/49581214
卡退,2026-07-12T12:42:02+08:00,taptap_review,moment:825348940370018775,2,TapTap,https://www.taptap.cn/review/49581275
非常好，出大金了，把把出大金,2026-07-12T13:30:21+08:00,taptap_review,moment:825361102123565565,5,TapTap,https://www.taptap.cn/review/49581856
新图云南虫谷很吓人 很好玩刺激 刚刚摸了大金,2026-07-12T13:34:08+08:00,taptap_review,moment:825362055283346618,5,TapTap,https://www.taptap.cn/review/49581907
超级好玩，从一开始的摸金小白到现在的摸金大佬，一开始看到怪物就吓得呲哇乱叫，到现在的气定神闲，还有pvp模式，在里面战斗的快感无与伦比,2026-07-12T13:34:13+08:00,taptap_review,moment:825362075214676462,5,TapTap,https://www.taptap.cn/review/49581911
抽奖特别白，爆率也挺高的很值得去玩,2026-07-12T13:51:49+08:00,taptap_review,moment:825366502193499839,5,TapTap,https://www.taptap.cn/review/49582154
"可以可以，就是挂太多了
削弱一下伞呗
让莉莉可以卡腰包音响😃",2026-07-12T14:06:32+08:00,taptap_review,moment:825370206594401345,4,TapTap,https://www.taptap.cn/review/49582310
"皮肤：送的皮肤最近两款还行，之前特别是爱丽丝那两款真的不皮肤优化吗？充钱的那皮肤有些做的还行，有些就不咋地了。特别是薇薇安的皮肤，黑眼圈为什么这么重？还是说那是眼影？别告诉我那是她的锚点。都充钱的皮肤了就不能做的好看一点吗？为什么玩家会卡头，还不是你有些建模做的不行，皮肤定价合理吗？紫皮还行至少是直售，金皮还有累冲皮，抽奖皮，抽奖皮保底500是认真的吗？你知不知道你家游戏玩的最多的人群是小、中学生，中学生有些还有消费能力，但是小学生呢？大多数都没消费能力，很多人偷充浮木的钱一充就是几百。目前好像还不管未成年人退款，就请输入文本吧
可玩性：这个就还行了，不好过多评价，普通的摸金在别的游戏也可以玩，比较有创意的就是四队了，这个就请输入文本了，你这四队可玩性是比较高，每把都有不同的收获，但是你这个开挂的？？？而且还一封，就是封1小时，那封的很多了，还知道人家开挂辛苦给人家休息，不能开挂封一天，然后是封一周，然后就封1月，然后就封一年，然后后面是10年吗，还有你这个公平环境，别忘了你游玩的最多的就是小、中学生，就这个环境居然有卖片的、盗号的、骗人的、昧挂的，开挂不是一件很耻辱的事情吗？卖片不是一件上不了台面的东西吗？骗人不是违禁的吗？不改一改吗，你游游戏玩家年龄偏小这种真的不会带坏小孩吗？
还有你这个神奇的匹配机制好秀呀，好秀呀[表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞][表情_点赞]没开过挂，没坐过挂车，怎么5把里面1把挂(普通四队
你这个龙宫4队就更不用说了你敢随便开2把没有挂试试？？？又不整改拿着玩家的钱干嘛呢
之前虽然给山区捐款但是搞得好像别的游戏没有捐一样
虽然我充的钱很少，但是至少我玩过这个游戏哈
可以评价",2026-07-12T14:15:58+08:00,taptap_review,moment:825372583091243552,2,TapTap,https://www.taptap.cn/review/49582447
我要退款。花那么多钱，抽的都是什么破玩意。退款。客服是死的吗？我要退款。退钱,2026-07-12T14:17:37+08:00,taptap_review,moment:825372998297979507,1,TapTap,https://www.taptap.cn/review/49582473
"超自然这款游戏可玩性可谓是非常的高，有各种地图等你来探索。里面还有各种员工，各种员工，还有他们的技能，每个都很有个性，有要打架的探索的，不管是什么类型的都有，还有四队有摸金等等等等。
😋😋",2026-07-12T14:18:13+08:00,taptap_review,moment:825373147514539549,4,TapTap,https://www.taptap.cn/review/49582481
爆率很好,2026-07-12T14:26:43+08:00,taptap_review,moment:825375287062562208,5,TapTap,https://www.taptap.cn/review/49582583
有点偏钱，服务器太垃圾了，帧率不会太高，爆率有时高有时低，外挂多，但是和朋友玩起来还是挺有意思的,2026-07-12T14:30:37+08:00,taptap_review,moment:825376266134750170,3,TapTap,https://www.taptap.cn/review/49582633
非常好玩，玩了一年了，是超自然的忠实粉丝,2026-07-12T14:34:53+08:00,taptap_review,moment:825377341101312260,5,TapTap,https://www.taptap.cn/review/49582685
除了挂太对号太黑，我觉得还行,2026-07-12T14:46:21+08:00,taptap_review,moment:825380227084454367,4,TapTap,https://www.taptap.cn/review/49582830
太好了，又有钱去打双队了,2026-07-12T14:48:08+08:00,taptap_review,moment:825380677426872532,5,TapTap,https://www.taptap.cn/review/49582857
额，要是不在意被骂可以玩玩，但四队晚上十点以后千万别打，除非你想和挂比参数，超自然几乎不管外挂，举报了除非这人被很多人举报才会封几天，后面照样开挂,2026-07-12T14:56:29+08:00,taptap_review,moment:825382779473628993,3,TapTap,https://www.taptap.cn/review/49582972
非常美味就是小抄不完整,2026-07-12T14:57:24+08:00,taptap_review,moment:825383006813293921,5,TapTap,https://www.taptap.cn/review/49582987
作为一个从超自然S1赛季玩到S4赛季的人，我必须要说一件事情，第一超自然好玩是好玩，他抄点东西我也没什么太大意见，不过打四队遇到一群挂哥，举报还不封﹍闹麻了，找出伪人也会遇到一堆小脑队友，不过新地图云南虫谷爆率还挺好的，我每把都保底100万，就是我不知道是不是我号黑的原因，我大剑都有十几把了，鬼也都快破百了，传国玉玺也早就鉴定出来了，但为什么一次红都没出。圣杯，飞天神龙像，九龙九凤那些都没出。被资本做局了,2026-07-12T14:58:19+08:00,taptap_review,moment:825383240029178355,4,TapTap,https://www.taptap.cn/review/49583001
我去这爆率可以啊除了天书其它都是地上捡的,2026-07-12T15:08:10+08:00,taptap_review,moment:825385715670975799,4,TapTap,https://www.taptap.cn/review/49583133
各种恶心都能接受，云谷的蛇妖实在受不了，不是每个玩家都是未成年的小女孩，云谷搞个这恶心蛇妖给谁看呢？本来硬控就烦，还搞这种东西？恶心谁呢？,2026-07-12T15:44:29+08:00,taptap_review,moment:825394859081730272,1,TapTap,https://www.taptap.cn/review/49583608
我号被盗了,2026-07-12T15:47:26+08:00,taptap_review,moment:825395599296694381,4,TapTap,https://www.taptap.cn/review/49583644
虫谷那个宝藏堆一点大金都没有。而且练出金的话会被所有怪物围攻。。,2026-07-12T15:50:14+08:00,taptap_review,moment:825396303264484674,1,TapTap,https://www.taptap.cn/review/49583679
"🎮可玩性：
可玩性很高，管理方面比第五人格好，并且官方也是很勤快，玩家有什么问题反馈就立马回应，而且玩的时候运气很好，一般都能出好东西",2026-07-12T16:00:39+08:00,taptap_review,moment:825398927044906878,4,TapTap,https://www.taptap.cn/review/49583819
大金可以可以，游戏好玩，皮肤好看，玩法新颖，可以可以,2026-07-12T16:00:57+08:00,taptap_review,moment:825399001397330214,5,TapTap,https://www.taptap.cn/review/49583824
"有时候极限模式，真的极限怪多金少，打了11个怪，没看到一个小金和大金，开棺照样是紫色！你让我有什么心态？真正摸到金可能是开挂的，这游戏逼着人开挂！玩一整天开外挂的比正常玩家都多！巨人网络和诈骗公司一样还外挂零容忍[表情_冷漠]，你真的自己玩过吗？新地图单排基本上没什么好体验，玩单排真成小丑（别问为什么我不组队，因为我好友都退游戏了！）
虚假幻想不可能实现：这游戏单排玩家能有体验、外挂几乎不见、不是垃圾服务器，刷怪机制更合理，大金摸到一仓库。",2026-07-12T16:11:38+08:00,taptap_review,moment:825401688285252165,1,TapTap,https://www.taptap.cn/review/49583964
太⭕💰了（s3薇薇安魔盒入坑）,2026-07-12T16:17:40+08:00,taptap_review,moment:825403206371639557,3,TapTap,https://www.taptap.cn/review/49584036
🎮可玩性：非常的very good好吧  一直爆大金，非常的好玩[表情_开心],2026-07-12T16:22:04+08:00,taptap_review,moment:825404317044311835,5,TapTap,https://www.taptap.cn/review/49584088
我去 我真的好痛苦一个 准备下载超自然的时候又要那个什么身份证 下身份证就算了 我输入还是错的 我那身份证本来就是对的 我试了好几遍 只能在tap tap里面玩了 还有里面不能超过30分钟 不是 我成傻音了 然后强制退 然后又不能玩了,2026-07-12T16:27:19+08:00,taptap_review,moment:825405634898824367,1,TapTap,https://www.taptap.cn/review/49584160
真的拉完了，我是阿念那个赛季入坑的，玩了几个月后面放假回来一看跟™神战一样，一把11个喷包合着就我是pc其他全是挂。顶着压力玩了两千场四队，直到杀戮光环的出现直接给我打红温了，之前好歹进室内刷一刀斩或者打穿门枪还能和挂打一下，有无限长枪我就拿凌云双人双鞭，现在我拿格调打😂。后来退游了听说top和一些挂跑路了又回游了，心血来潮的起了把飞天，刚飞几下后羿就来收我来了，长枪还挡不住。我就想说了超自然这挂真的有认真在抓吗，你皮肤出得多我可以不买，你抄袭我是玩家我也不想理，你抓挂给我抓好啊，名声都差成啥了玩家反馈也处理不好，就想着圈你那臭钱就得了,2026-07-12T16:32:32+08:00,taptap_review,moment:825406949569859173,1,TapTap,https://www.taptap.cn/review/49584222
进不去,2026-07-12T16:36:48+08:00,taptap_review,moment:825408021621377622,1,TapTap,https://www.taptap.cn/review/49584282
好玩儿好玩儿好玩儿好玩儿，就是皮肤太贵了,2026-07-12T16:49:00+08:00,taptap_review,moment:825411094515287262,4,TapTap,https://www.taptap.cn/review/49584446
我要登录以前的号为什么收不到验证码,2026-07-12T16:51:34+08:00,taptap_review,moment:825411740991754213,3,TapTap,https://www.taptap.cn/review/49584484
我觉得好挺好玩的，但是不氪金有点肝，画面音乐很加分，一整个下来提心吊胆，心脏有点受不了，但特别解压，适合和朋友一起尖叫着玩，我和朋友一起玩碰见兵佣直接乱叫，那玩意特吓人，还伴随着一阵咚咚咚的脚步声，但抓怪属实吸引到我了，给四颗星是因为还有进步空间，多整点活动领奖励会好点[表情_微笑],2026-07-12T16:53:06+08:00,taptap_review,moment:825412123243840000,4,TapTap,https://www.taptap.cn/review/49584509
挂敢紧管管吧！,2026-07-12T17:03:26+08:00,taptap_review,moment:825414726962906212,5,TapTap,https://www.taptap.cn/review/49584630
有没有人知道别人没有关访客记录。但是我看别人主页却不显示我个人访客，别人的都在是什么情况,2026-07-12T17:12:04+08:00,taptap_review,moment:825416896277908061,5,TapTap,https://www.taptap.cn/review/49584724
金棺给的全是大保底普棺全是灰，双人棺全是水，这些你要是改了我就改评分,2026-07-12T17:30:04+08:00,taptap_review,moment:825421426633736943,1,TapTap,https://www.taptap.cn/review/49584979
嗯，实话说吧，玩了半年的超自然，我感觉很好玩。很有刺激感超自然，我永远支持你😍,2026-07-12T17:43:23+08:00,taptap_review,moment:825424777689696664,5,TapTap,https://www.taptap.cn/review/49585158
还挺好玩的，就是挂何时能整治？？？？莉妍宝宝520[表情_微笑],2026-07-12T17:45:53+08:00,taptap_review,moment:825425409616120297,5,TapTap,https://www.taptap.cn/review/49585191
垃圾游戏，隔三差五bug一大堆，我打架就给我卡一下，气死我了呀,2026-07-12T17:56:43+08:00,taptap_review,moment:825428134357631341,2,TapTap,https://www.taptap.cn/review/49585309
挂√太多了,2026-07-12T17:57:14+08:00,taptap_review,moment:825428266138470029,2,TapTap,https://www.taptap.cn/review/49585315
"爆率还行
出了两个月光宝盒",2026-07-12T18:12:46+08:00,taptap_review,moment:825432174873282610,5,TapTap,https://www.taptap.cn/review/49585493
差评差评差评差评差评差评差评差评差评差评差评，从上个赛季玩到这个赛季四五千把，一个神龙也没有，这个赛季更新之后就更穷了，龙宫炼狱开七八个关，普棺全是灰的，金棺全是保底，感觉自从上次充钱之后就越来越穷了，开不出500万大金，我不会充钱了,2026-07-12T18:24:53+08:00,taptap_review,moment:825435221234026447,1,TapTap,https://www.taptap.cn/review/49585645
云南虫谷怪都没看见直接把我弄死了，依托,2026-07-12T18:44:36+08:00,taptap_review,moment:825440186568543966,1,TapTap,https://www.taptap.cn/review/49585895
"非常好玩就是
小孩别碰四队
😭😭",2026-07-12T18:52:04+08:00,taptap_review,moment:825442062118682757,5,TapTap,https://www.taptap.cn/review/49586010
还行，就是吃相太难看了,2026-07-12T19:02:16+08:00,taptap_review,moment:825444631763226247,4,TapTap,https://www.taptap.cn/review/49586136
鹅鹅鹅，好玩但挂多,2026-07-12T19:20:19+08:00,taptap_review,moment:825449171736594685,4,TapTap,https://www.taptap.cn/review/49586359
很好玩，很棒，爆率很高，就是有时候那些怪物很恶心,2026-07-12T19:37:16+08:00,taptap_review,moment:825453437406677379,5,TapTap,https://www.taptap.cn/review/49586558
卡死了卡死了。。。。。。,2026-07-12T19:38:32+08:00,taptap_review,moment:825453758853943237,2,TapTap,https://www.taptap.cn/review/49586567
这个确实好玩，只是对一些没有小抄，不会看小抄的人不太好。每天都在大厅罚站。四队的挂也太多了，每一把都有一个以上的挂，挂比普通人多。,2026-07-12T19:39:54+08:00,taptap_review,moment:825454102442935930,3,TapTap,https://www.taptap.cn/review/49586587
爆率很高,2026-07-12T19:48:15+08:00,taptap_review,moment:825456204552601969,5,TapTap,https://www.taptap.cn/review/49586670
好玩  但一直在被割韭菜,2026-07-12T20:06:29+08:00,taptap_review,moment:825460790445214359,5,TapTap,https://www.taptap.cn/review/49586894
我去了这个小抄太棒了直接出鬼玺,2026-07-12T20:09:14+08:00,taptap_review,moment:825461483172267276,5,TapTap,https://www.taptap.cn/review/49586930
就是萌物特别多口牙,2026-07-12T20:21:21+08:00,taptap_review,moment:825464533005895747,5,TapTap,https://www.taptap.cn/review/49587089
想登老号结果手机号收不了验证码这是咋回事😂,2026-07-12T20:40:11+08:00,taptap_review,moment:825469273718656064,1,TapTap,https://www.taptap.cn/review/49587318
爆率好高,2026-07-12T20:53:40+08:00,taptap_review,moment:825472665580997524,5,TapTap,https://www.taptap.cn/review/49587471
可以就是鬼怪每次来的次数有点多，身为新手有点困难的出金概率也不平等,2026-07-12T20:54:46+08:00,taptap_review,moment:825472942006599872,4,TapTap,https://www.taptap.cn/review/49587490
