feedback_text,occurred_at,source,external_ref,rating,platform,source_url
如果是绿玩杀了一个挂，恭喜你进入黑层局,2026-06-28T07:59:31+08:00,taptap_review,moment:820204415796382577,2,TapTap,https://www.taptap.cn/review/49285493
这么说吧，去年五六月份入坑的，这玩意前期还挺推荐的，后面狗屁不如，两颗星是给我家产的，入坑本就是因为我家产，现在你游风气也是猎奇刀没边，皮套产品，盗墓那些魔怔以及跟风的我是没招了，我一个因为cp入坑的，还能被打上超自然小腿毛，我滴妈呀，大婶，超自然我都是往死里骂的，我朋友清楚的不得了，他人主场贴脸我是没招了，说还说不得，贴脸说角色和家产，攻击厨师长的人总体年纪没超过初中生好吗？玩不推荐，反正只是想摸金休闲一下还是可以的，我现在是二次回游没啥，被王者的猪又给气回来了，超自然的挂又把我劝回王者，哈哈哈，你俩把我当皮球踢得了，好不容易杀死一个挂，发现这玩意队友还没死又起来了，打王者发现，我死里输出，打野不打龙采灵芝不支援，对抗打不过还要莫名其妙开团，我真求了,2026-06-28T08:20:36+08:00,taptap_review,moment:820209721838407106,2,TapTap,https://www.taptap.cn/review/49285890
"我很喜欢
尤其喜欢煮饭婆
很容易煮出大金，玩起来简单，容易上手，破产了直接去新手图玩兰
可玩性特别强，手气好的所有皮肤都可以一发入魂！
一发入魂中了一个耀皮，你想想有多开心？





（总之超自然行动组非常的肥美[心动小镇_点赞][心动小镇_点赞]）",2026-06-28T08:39:39+08:00,taptap_review,moment:820214514283708560,5,TapTap,https://www.taptap.cn/review/49286356
"找个兔子要那种乖乖的萌萌的，年龄不要低于12岁，氪不氪金无所谓,本人脾气时好时坏，但是一般不会对你说很重的话
id:生洱",2026-06-28T08:42:36+08:00,taptap_review,moment:820215258034473682,1,TapTap,https://www.taptap.cn/review/49286439
希望我以后的爆率能更高,2026-06-28T09:29:32+08:00,taptap_review,moment:820227067319681593,5,TapTap,https://www.taptap.cn/review/49287767
一直黑屏进不去,2026-06-28T10:24:16+08:00,taptap_review,moment:820240842135438021,1,TapTap,https://www.taptap.cn/review/49289985
每次摸金都能摸到金！！！,2026-06-28T11:01:18+08:00,taptap_review,moment:820250161128146430,5,TapTap,https://www.taptap.cn/review/49291665
"四队低参多如狗，挂哥遍地走
摸金暴率忽高忽低",2026-06-28T11:02:45+08:00,taptap_review,moment:820250524879162306,3,TapTap,https://www.taptap.cn/review/49291710
这款游戏非常不错，就算你破产了，开一把的话也会给你送大金，很好哦,2026-06-28T11:05:42+08:00,taptap_review,moment:820251270047600399,5,TapTap,https://www.taptap.cn/review/49291847
傻逼游戏，赶紧下架吧。我千兆网。这破服务器卡的要命，一钓鱼就给我卡了。,2026-06-28T11:05:51+08:00,taptap_review,moment:820251307351737250,1,TapTap,https://www.taptap.cn/review/49291857
和好朋友玩是那种比较抽象而且很好玩很有可玩性的一款游戏。玩的模式充满乐趣,2026-06-28T11:32:31+08:00,taptap_review,moment:820258016782716211,5,TapTap,https://www.taptap.cn/review/49293048
求出金概率提升,2026-06-28T11:56:31+08:00,taptap_review,moment:820264055972302206,5,TapTap,https://www.taptap.cn/review/49294245
嗯，就是吧。薇薇安的重铸率增高，兰练出大技能可能更高。,2026-06-28T12:29:29+08:00,taptap_review,moment:820272355216461280,4,TapTap,https://www.taptap.cn/review/49295992
非常好玩但是新架比不高,2026-06-28T12:49:08+08:00,taptap_review,moment:820277296962210566,5,TapTap,https://www.taptap.cn/review/49297010
非常值得推荐，适合喜欢摸金的，我从S1就开始玩了，可玩性很高[表情_开心],2026-06-28T13:02:01+08:00,taptap_review,moment:820280538890766746,5,TapTap,https://www.taptap.cn/review/49297677
"哎呦我去这游戏太棒了太棒了太棒了太棒了太棒了太棒了太棒了太棒了太好玩了吧
不就出了把大剑吗那啥好东西都不给我爆了金棺永远是金尊是吧你继续你继续",2026-06-28T13:04:43+08:00,taptap_review,moment:820281222105138553,1,TapTap,https://www.taptap.cn/review/49297832
"这游戏是我头一回见开挂能光明正大开的不知道的以为单机MOD破解呢
去年挂少的时候，我pvp还能跟人六四开，自从外挂一个一个地出就没见过pvp有纯绿的对局，有人甚至摸金开补齐自己还开挂抢的，挂都能上榜说自己开了欢迎点单，也是没谁了
还有皮肤质量堪比橡皮泥，吃相这么难看，还卖得比自家服务器贵，同样是巨人网络，太空杀都不至于外挂满天飞
然后就是公屏迈篇的，这种事居然能在这游戏当日常
玩家也是鱼龙混杂，什么神人都有，规则怪谈仅此于民法典
总结：游戏本身质量低，玩家人均素质不详，不开挂没有可玩性，官方只卖皮肤不封挂，没玩过的都建议别玩",2026-06-28T13:25:13+08:00,taptap_review,moment:820286381010977184,1,TapTap,https://www.taptap.cn/review/49298872
"🎮可玩性：
挺高的，然后自由行也挺好，可以玩挺多模式",2026-06-28T13:32:21+08:00,taptap_review,moment:820288173732005058,4,TapTap,https://www.taptap.cn/review/49299249
爆率高。,2026-06-28T14:06:38+08:00,taptap_review,moment:820296802321304351,5,TapTap,https://www.taptap.cn/review/49300946
可以，挺好玩的，爆率也挺高的。,2026-06-28T14:20:34+08:00,taptap_review,moment:820300308591675329,5,TapTap,https://www.taptap.cn/review/49301590
非常好，暴击概率超高,2026-06-28T14:27:29+08:00,taptap_review,moment:820302047357176407,5,TapTap,https://www.taptap.cn/review/49301923
太开心了,2026-06-28T14:52:53+08:00,taptap_review,moment:820308441619761045,5,TapTap,https://www.taptap.cn/review/49303166
"🎮可玩性：不好玩四队根本打不过

🌃画面音乐：还行

✍🏻建议：下架",2026-06-28T15:11:22+08:00,taptap_review,moment:820313093912396703,1,TapTap,https://www.taptap.cn/review/49304058
"官方是来圈钱的，角色、福宝是抄出来的，出个新皮肤能看到一堆游戏的影子，爆率是不平均的黑号黑的一个大金看不到的，你自己看看你的皮肤有几个是不用氪的，CP是混乱的管你男的女的，拉郎拉娘、新角色上线自动分配2778个CP，小鬼是一堆的，挂是不管的，你以为你做几个公益活动风评就好了吗，小哥哥你一周一个新皮肤当玩家的钱是大风刮来的吗，你应该耀世保底五百在某四字5V5游戏都能买个无双了，退款只退40%你以为真退吗未成年退款他压根就不给你通过要退款只能起诉，大哥四队那么多挂不封你老老实实的把绿玩封了说是误封你当玩家是祝吗，还有之前的一周年三个皮肤两个都是皮套你是真没钱了吗这样讨好zls，周年庆代言找了个二次元的万人雷是什么意思呢你干脆就改成zls行动组呗，说真的超自然我们玩家在外都不敢说自己是玩超自然的，然后小哥哥你恶意删评又是什么意思呢。
总结：你刚玩有多新鲜后面充了钱就有多后悔。吃相难看拼好游，想入坑的赶紧跑！",2026-06-28T15:43:57+08:00,taptap_review,moment:820321291742480622,1,TapTap,https://www.taptap.cn/review/49305581
一般般吧，玩了几把就出大金了，但是有缺点就是太缺钱了,2026-06-28T16:04:52+08:00,taptap_review,moment:820326558416768456,5,TapTap,https://www.taptap.cn/review/49306533
一般般吧 充了1060 退了又回来，玩了又退,2026-06-28T16:08:12+08:00,taptap_review,moment:820327397390814394,3,TapTap,https://www.taptap.cn/review/49306716
还有人吗,2026-06-28T16:13:21+08:00,taptap_review,moment:820328693271366250,1,TapTap,https://www.taptap.cn/review/49306981
好好玩，暴击特别多。,2026-06-28T16:16:56+08:00,taptap_review,moment:820329595008975423,5,TapTap,https://www.taptap.cn/review/49307172
皮肤到底在哪里购买呀？,2026-06-28T16:20:48+08:00,taptap_review,moment:820330565503813503,4,TapTap,https://www.taptap.cn/review/49307394
拉完了，对新手一点不友好，连新手教程都没有，跑地图也不明白，老是迷路，地图有多又乱，不搞工具根本玩不了。,2026-06-28T16:27:26+08:00,taptap_review,moment:820332233905668408,1,TapTap,https://www.taptap.cn/review/49307709
"这款超自然题材游戏完成度极高。整体没有滥用突然惊吓，而是依靠环境音效、光影变化与都市怪谈剧情烘托惊悚氛围，灵异神秘感贯穿全程。
故事伏笔环环相扣，超自然谜团层层揭开，人物与灵异事件紧密绑定，结局多重反转，剧情打磨得十分用心。探索与解谜难度适中，线索自然合理，不会出现无厘头卡点。
深夜关灯游玩代入感直接拉满，每一处异响、每一处异动都让人紧绷神经。无论是喜欢灵异悬疑，还是偏爱心理恐怖的玩家，都能获得极佳体验，五星当之无愧。",2026-06-28T16:45:57+08:00,taptap_review,moment:820336895098618840,5,TapTap,https://www.taptap.cn/review/49308564
删回来给我出大金了,2026-06-28T16:48:31+08:00,taptap_review,moment:820337541466030161,4,TapTap,https://www.taptap.cn/review/49308698
其他各方面都是挺好的，就是报警太低应该属于吧。摸不到精基本上摸到的没有什么大的值钱物，由于经常摸不到多少。不敢开局一局。都逃离不了。到底是我太菜了。还是什么情况？，所以我把他删了。,2026-06-28T16:53:55+08:00,taptap_review,moment:820338900412140136,4,TapTap,https://www.taptap.cn/review/49308969
可以增加一个练习，什么地图都可以练的那种[表情_大笑]，然后里面可以体验皮肤，可以让我们爱买，但是害怕不好玩的人，可以看一下局内好不好看开棺特效好不好看，我们就可以放心入手[表情_送花],2026-06-28T16:54:36+08:00,taptap_review,moment:820339074161181999,5,TapTap,https://www.taptap.cn/review/49308997
卡的要死，爆率爆率低的要死，圈钱圈个不停，把你那个破网给修一下不行吗。真的是服了，你圈钱就圈钱呢，那你好歹把那个破网给修一下行吗。皮肤没过几天就出一个，那网是一点也不修，一堆问题，能做游戏就做，不能做游戏转给别人行吗，还爆率超低，10个棺，重铸了10个，全都是灰，重铸的最贵的回收物才4万，金棺重铸了，不是青铜丹炉就是尿壶，咋的，这么喜欢啊，自己留着吃行吗,2026-06-28T17:05:36+08:00,taptap_review,moment:820341841416160561,1,TapTap,https://www.taptap.cn/review/49309493
玩法单调，外挂较多，优化有待改善，,2026-06-28T17:10:42+08:00,taptap_review,moment:820343125204533572,2,TapTap,https://www.taptap.cn/review/49309707
"呵呵，我号被毁了
你的保护措施呢？",2026-06-28T17:38:17+08:00,taptap_review,moment:820350064034578682,1,TapTap,https://www.taptap.cn/review/49310920
没见过有那个游戏这么放纵挂的,2026-06-28T17:43:10+08:00,taptap_review,moment:820351296623086756,1,TapTap,https://www.taptap.cn/review/49311118
回归第1把出了天下第一剑，不解释,2026-06-28T17:54:19+08:00,taptap_review,moment:820354099223463006,5,TapTap,https://www.taptap.cn/review/49311618
这个太好玩了吧，打了第二个冰库就出了个青铜瓦到，然后开了个普关出了个天山雪莲,2026-06-28T18:00:05+08:00,taptap_review,moment:820355549953526132,4,TapTap,https://www.taptap.cn/review/49311863
四颗星是给我靠山对象和闺蜜的另外一颗是给游戏的，从二五年被我闺蜜带入坑她退游后一直都是自己一个人25年年末左右才开始接触4队，因为四队认识了我靠山对象还有闺蜜，在那个还没有挂的时候真的特别开心，现在很难说，但是还是感谢超自然让我遇到我爱的人,2026-06-28T18:16:54+08:00,taptap_review,moment:820359785860827172,5,TapTap,https://www.taptap.cn/review/49312654
好好玩在S3赛季杯朋友拉入坑的那时候还不愿意玩而且没钱带不了薇薇安回家现在后悔了现在不玩都不行,2026-06-28T18:28:31+08:00,taptap_review,moment:820362707189369700,5,TapTap,https://www.taptap.cn/review/49313158
"我真的没话说了  薇薇安魔盒那个赛季入坑的  
真的是一颗星也不想多给
1.玩法刚开始探索过程比较新颖，但是你后面玩久了，过于单一非常无聊
2.抽奖机制非常不合理  皮肤品质也不够  金皮运气好的人最低充了三块钱就能拿下，保底要521，而且一直是这样的机制（特别是第8发和第10发差了200多 这就导致玩家一直处在一个很难受的中间）  金皮往上的钱又超出了大部分人的能力（且有的人也是只充十几块，甚至更少就能出，但是几率相对于金皮来说少了很多）  紫皮更是少之又少 再说一个少见的，我觉得一个蓝皮卖上个10块钱真的不合理 大部分人没有见穿蓝皮的吧，基本上都是卡头的（除个别特殊皮肤外） 我请问买6个蓝皮的钱都能买个紫皮了  运气好的十几块都能出个金皮了（这个纯吐槽，不具有参考意义） 真的不考虑改一下吗？ 还有就是免费送紫皮的质量（不要和我说什么免费的你还挑什么） 游戏不是只有氪金的人才能玩 同样都是紫皮，质量不一样，难道不能说吗  而且游戏内皮肤歧视非常严重
3.风气差，游戏体验感差  超自然公屏里面的片姐骗子 ，四队里面开挂的  先不讨论公屏里面的 超自然整治外挂的能不能再提上一点？ 这样下去还会有谁会玩这个游戏？ 而且超自然作为一个游戏，肯定是未成年人比较多 公屏片姐骗子能对超自然做出什么贡献？只能靠玩家举报来封吗？
4.关于黑白号的问题  其实上述写这么多，主要也是为了发泄我的不满  有的人确实是运气好也没什么可嫉妒的  但是超自然你真的不打算改一下这个保底机制吗  有的人摸金欧抽奖非  抽奖欧摸金非  我两个都非啥意思？ 我也差不多玩了有1500把了  只出过一把大剑还没带出去（所有怪都吻上来联合狩猎被打死了） 况且我玩的还一直是昆仑，昆仑相比于古城来讲，爆率更高，又没有秦岭那么难 都成这样子了 我也知道大剑保底是一两百把一回   我本身运气就不好只能开队友不然撤不出去  但是你又不直接指定在一个人的身上，不是所有人都开单人谢谢  抽奖上面已经说过了
5.最后最后这个风气真的是太差了  每天都被队友恶心的说不出来话  真的是什么神人都有",2026-06-28T19:00:56+08:00,taptap_review,moment:820370866301832951,1,TapTap,https://www.taptap.cn/review/49314495
总体建模是用心做的，挂哥和骗皮肤的一大堆，公屏官方也不管，玩法拉完了，那鬼屋广场跟没有一样，官方求管一下,2026-06-28T19:10:09+08:00,taptap_review,moment:820373184934053578,3,TapTap,https://www.taptap.cn/review/49314822
萌新爆率超高！我两个号玩了5天不到存款过百万,2026-06-28T20:42:21+08:00,taptap_review,moment:820396387249163951,4,TapTap,https://www.taptap.cn/review/49318457
一堆东西都是照搬的，bug又多，动作不自然，唯一一点能看过眼的就是皮肤和联动，但又是官方圈钱行为，想要皮肤就得砸钱,2026-06-28T20:58:54+08:00,taptap_review,moment:820400554629923627,1,TapTap,https://www.taptap.cn/review/49319108
可能的话一次性爆率有点高 😍😍😍🤗🤗🤗😋😋😋,2026-06-28T21:22:03+08:00,taptap_review,moment:820406376885914210,5,TapTap,https://www.taptap.cn/review/49320046
不是我背包满了你就给我放邮箱不行吗，过期了不领算我活该，你凭什么问都不问不存邮箱就给我买了！！！[表情_吐],2026-06-28T21:58:31+08:00,taptap_review,moment:820415556157964727,2,TapTap,https://www.taptap.cn/review/49321478
这个爆率很高呀，然后这个玩法很有意思，也是比较推荐好吧，很好玩,2026-06-28T22:34:13+08:00,taptap_review,moment:820424539723794182,5,TapTap,https://www.taptap.cn/review/49322874
"🎮可玩性：
如果说是萌新的话，我就不太建议入坑了，毕竟嗯作为一个从阿念磨合入手，然后再到收号，把号养成这个样子的人来讲的话，真的不太建议入坑，官方从现在和之前来比，差距实在是太大了，加上挂，现在如果不是朋友和零宝，我也想退坑，希望大家理性入坑吧。

🌃画面音乐：
画面和音乐的话，嗯，这一方面做的还行，但不太多，还有游戏画面卡顿等各个原因，实在是不好。[表情_困]",2026-06-28T22:44:29+08:00,taptap_review,moment:820427122303568307,3,TapTap,https://www.taptap.cn/review/49323311
"完全主观评价
🎮可玩性：
整体主流摸金玩法借鉴了致命公司，地图的大致设置也和致命公司有些许出入，经常些许，PVP玩法上来说最近是一直在注重这个PVP的长期整治外挂的结果下实际上确实要比原来要少但依旧过几局就会撞见而且架不住你PVP运营的就是屎各种角色上了又削削了又上在我看来就是无尽的堆料武器永远迭代用旧时代武器同水平完全打不了新时代武器长久的更新下来玩家迟早无法适应下一个版本，PVP最后终究变成一个满是超模数值超模机制的模式
🌃画面音乐：
在我看来，各种角色或多或少都使用了AI辅助但这个时代无可厚非但有的立绘大面积交给AI就是你不认真敷衍玩家的表现了整体来说画风没什么大毛病硬说抄了第五人格或许有一点？进游戏的加载页面音乐是小小梦魇的变调有点敷衍
🔖运营服务：
此乃这个游戏最屎的地方，我是从没见过一个游戏允许授权主播直播、发视频偷跑完全没有上线在内测中的内容的，地图大致细节完全被曝光而且完全在官方允许的情况下只有怪物信息还在官方的掌握中，合着地图不重要怪物是重头戏吗？到底谁会在意啊？还有哪个角色要加强不久这个角色就会出皮肤武器同理圈钱也拉满了完全不在意平衡度大不了皮肤卖完给你补个削弱真正弱势的永远得不到改变，你罗盘叔叔我现在都不知道在哪儿发财呢，优化不好偶尔卡顿，这游戏枪械的子弹飞行需要时间而且弹道较迷，后坐力直接由灵敏度影响灵敏度越低后坐力越低反之越高，没有补帧率，子弹的飞行时间完全由你的帧率决定，直接影响命中率
✍🏻建议：
完全的不推荐入坑，完全没有必要浪费时间在这里，外挂经过多重管控相对其他游戏仍然泛滥，你最后的归属，大概率只是浪费时间然后退游，二星为了我曾经的情怀，现在失望了，也不再需要你了 最后的评价:短期打发时间的破游戏，完全不值得长期玩，终将走向末路 最后想了想我的情怀哪值钱啊？还是一星吧",2026-06-28T23:16:57+08:00,taptap_review,moment:820435293273328199,1,TapTap,https://www.taptap.cn/review/49324624
除了四队容易红温以外都挺好的,2026-06-28T23:17:02+08:00,taptap_review,moment:820435315708659799,4,TapTap,https://www.taptap.cn/review/49324630
我挺喜欢这个游戏的，然后那些说抄袭的说说就算了，不要骂人。还有如果说抄袭就别玩，也别在评论区里叭叭。还有，玩法啊，皮肤啊，物品啊，这些呢都算是公共资源不算抄袭的。所以你们也别吵吵了，几乎每个游戏在上线的时候都被说过。,2026-06-29T00:35:12+08:00,taptap_review,moment:820454984742079419,5,TapTap,https://www.taptap.cn/review/49327362
"我今天玩了一个莉莉，然后玩古城摸金上分，进去之后有个兰同意我附身，我就跟着她一起，前面还很正常，她开了3个棺是灰的，煮东西出了一个金樽，她让我装进背包里，继续找，直到一个队友找到了圣杯，就是从这里她呆愣了十几秒，找了一会没什么值钱的东西了，就开门出去了，他打开了喷气背包飞到天上，在桥一半的时候把我解除了，我摔下去摔死了，一套21万的装备就没有了，她拿了我的一个腰包和除颤仪把我救活了，我当时真的很伤心想跳出去让厄狼咬死，然后还是有点害怕快速跑到石头高处上，游戏时间23点左右的时候，我想跑回车没跑上去被厄狼咬了。
她的名字叫小小鱼儿的故事，该举报的举报了该拉黑的拉黑了，别再让我匹配到这种队友，她简介说她是小学生，好吧。",2026-06-29T00:58:22+08:00,taptap_review,moment:820460814631698498,1,TapTap,https://www.taptap.cn/review/49328122
里边玩家很大一部分都是麦穗呀！游戏环境糟糕，官方强引导氪金，皮肤角色玩法很大一部分都是抄袭！,2026-06-29T01:06:41+08:00,taptap_review,moment:820462907757170196,1,TapTap,https://www.taptap.cn/review/49328346
起初我并不喜欢这款游戏，因为在内测时期，我就听说了这款臭名昭著的游戏，画风美术疑似碰瓷某游戏，玩法抄袭，使得他成为了我最讨厌的游戏，后来大致是在25年四五月的时候，我招架不住我朋友一直催我入坑，我还是入坑了，但是他以我在新手教程邀不了我为理由拒绝跟我一起加好友，所以我就一直没有点开这款游戏，在6月的时候，我看着反正也没人找我玩，他又不跟我玩，我就删了。但后来7月初的时候，他火了，我那个朋友又叫我一起玩，同时我妹也入坑了，于是我又被拉回这个游戏，最初那段时间有朋友很开心，但后来，他的做法越来越让人失望，首先服务器开始崩盘，频繁出现卡顿，外挂也随即冒出头，再加上这个圈子的风气也不怎么好，我许多朋友都退游了，而我还在玩，有些找不到玩这个游戏的意义了，他也早早就开始圈钱了，从最开始号称“游戏最听劝的官方”一步步走到现在，我只感觉最初这个称号很讽刺。,2026-06-29T01:23:50+08:00,taptap_review,moment:820467225159798736,2,TapTap,https://www.taptap.cn/review/49328792
为什么玩家被盗号官服不管，玩家在里面充了钱是因为对游戏的热爱充了两千多，现在我朋友被盗号了，你们官服却什么都不做，你们还想不想圈钱了,2026-06-29T02:22:22+08:00,taptap_review,moment:820481956679518544,1,TapTap,https://www.taptap.cn/review/49329895
"怎么说呢 这游戏是我见过最多挂的联机游戏 榜上大部分是挂，聊天评论区也大部分是挂
快手上大部分也是用挂的 什么红绿分流机制，说白了就是打的厉害点，就匹配挂给你 基本上就是比参数 封还只封个一两天 开挂封两天，游戏确实挺少见的 封个一两天给大家看看就行了，真封了就没人充钱了 举报永远不成功 要真想整改 直接检测到封号半年就行 做挂车的一块封号了 半年后还开的话，直接封十年 打击做外挂的，抓的完吗 武器和角色出的也是一个比一个恶心
玩法还行，就是太多挂
🎮可玩性：
太多挂了",2026-06-29T03:30:23+08:00,taptap_review,moment:820499071901896043,1,TapTap,https://www.taptap.cn/review/49330783
外挂满天飞到周一都不敢开四队,2026-06-29T04:29:03+08:00,taptap_review,moment:820513836950880789,1,TapTap,https://www.taptap.cn/review/49331304
外挂太多不建议玩,2026-06-29T09:05:42+08:00,taptap_review,moment:820583458488189155,1,TapTap,https://www.taptap.cn/review/49334006
牛逼，一抽,2026-06-29T09:17:57+08:00,taptap_review,moment:820586541838500549,5,TapTap,https://www.taptap.cn/review/49334334
可以试试超自然传说，里面的爬山模似器运气好可以爆很多大金。新人想快点攒百万铲铲币，建议去玩爬山模式器。,2026-06-29T09:58:27+08:00,taptap_review,moment:820596730813744220,4,TapTap,https://www.taptap.cn/review/49335527
你好，我之前的号没了，验证码发不出来，能帮我找一下吗,2026-06-29T10:52:09+08:00,taptap_review,moment:820610246903857714,4,TapTap,https://www.taptap.cn/review/49337380
游戏挺好玩的就是发明者希望聪明一些不要一直搞皮套 好好创作游戏不要老是想着赚钱 把玩家放第一位 好好爱自己创造的每一位角色,2026-06-29T11:23:34+08:00,taptap_review,moment:820618153221425404,4,TapTap,https://www.taptap.cn/review/49338635
"我从内测就开始玩了，我还有那个内测的头像框 我氪条也得快2000了 我是在莉莉魔盒跑的 我来说一下这个官方吧 最喜欢立听劝人设 唉，人物也是AI来的 那个薇薇安幻梦我记得话背景故事抄的是第5人格的脚气婆吧 然后把你超自然把你带火的 up主也给逼走了 还举报那两个up主的稿件 唉我笑的不行 其中一个up主被封了一周，唉我真不行了吧 反正迟早要死

🎮可玩性：
烂的不行，起初还能玩搬运法 龙珠房也会概率刷大金
后面火了之后呢，就开始用不了搬运法了，反正不管是谁来了也得给你穷死 4队更不用说了，开挂的一堆 一直不管 一周得出好几个皮肤 那你这性，我猜你后面还会出那个什么棺材皮 然后还整啥肥婆代言 然后呢，我记得你那个阿念周年庆免费送的，也抄袭了别人的一个衣服设计 我看B站上面说你这个抄袭这个衣服设计的都26补档了 可见是有多破防 玩这游戏的某人也非常恶心吧 哦，没钱了就找我要钱 有钱的时候就不来了   还有那个鬼屋 一堆人在那里发情 还一堆人磕李逍遥和张起灵的cp 反正不管啥都能磕一下 这建模也能磕得下去 吃点好的吧 下面这个号我才卖了一百 能卖出去也行 😂😂",2026-06-29T14:26:57+08:00,taptap_review,moment:820664304322742300,1,TapTap,https://www.taptap.cn/review/49345892
